Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2017,Q4,190013,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,Louisiana,70663,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.22,-93.35,Non-Shortage Area,,,,,,,,,
2017,Q4,190014,TECHE REGIONAL MEDICAL CENTER,MORGAN CITY,Louisiana,70380,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,St. Mary Parish,22101,29.73,-91.13,Shortage Area,High Needs Geographic HPSA,12.0,16.04,51973.0,21.6,3240:1,Rural,3000:1,1.28
2017,Q4,190015,"NORTH OAKS MEDICAL CENTER, L L C",HAMMOND,Louisiana,70403,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Below The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Tangipahoa Parish,22105,30.5,-90.46,Non-Shortage Area,,,,,,,,,
2017,Q4,190017,OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,Louisiana,70570,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Landry Parish,22097,30.52,-92.08,Non-Shortage Area,,,,,,,,,
2017,Q4,190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2017,Q4,190020,LANE REGIONAL MEDICAL CENTER,ZACHARY,Louisiana,70791,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.66,-91.15,Non-Shortage Area,,,,,,,,,
2017,Q4,190025,SAVOY MEDICAL CENTER,MAMOU,Louisiana,70554,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Evangeline Parish,22039,30.63,-92.41,Non-Shortage Area,,,,,,,,,
2017,Q4,190026,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2017,Q4,190027,CHRISTUS ST PATRICK HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2017,Q4,190034,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,Louisiana,70510,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Vermilion Parish,22113,29.97,-92.12,Shortage Area,Geographic HPSA,17.0,11.47,58563.0,17.3,5106:1,Partially Rural,3500:1,5.26
2017,Q4,190036,OCHSNER MEDICAL CENTER,NEW ORLEANS,Louisiana,70121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,29.96,-90.16,Non-Shortage Area,,,,,,,,,
2017,Q4,190039,WEST JEFFERSON MEDICAL CENTER,MARRERO,Louisiana,70072,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,29.88,-90.11,Non-Shortage Area,,,,,,,,,
2017,Q4,190040,SLIDELL MEMORIAL HOSPITAL,SLIDELL,Louisiana,70458,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.28,-89.77,Non-Shortage Area,,,,,,,,,
2017,Q4,190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,SHREVEPORT,Louisiana,71105,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Below The National Average,Same As The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.46,-93.71,Non-Shortage Area,,,,,,,,,
2017,Q4,190044,ACADIA GENERAL HOSPITAL,CROWLEY,Louisiana,70526,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Acadia Parish,22001,30.21,-92.37,Non-Shortage Area,,,,,,,,,
2017,Q4,190045,ST TAMMANY PARISH HOSPITAL,COVINGTON,Louisiana,70433,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Above The National Average,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.47,-90.11,Non-Shortage Area,,,,,,,,,
2017,Q4,190046,TOURO INFIRMARY,NEW ORLEANS,Louisiana,70115,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.92,-90.1,Non-Shortage Area,,,,,,,,,
2017,Q4,190050,BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,Louisiana,70634,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Above The National Average,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Beauregard Parish,22011,30.77,-93.24,Non-Shortage Area,,,,,,,,,
2017,Q4,190053,JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,Louisiana,70546,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Davis Parish,22053,30.22,-92.65,Non-Shortage Area,,,,,,,,,
2017,Q4,190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,NEW IBERIA,Louisiana,70562,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Iberia Parish,22045,30.0,-91.81,Non-Shortage Area,,,,,,,,,
2017,Q4,190060,LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2017,Q4,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,BATON ROUGE,Louisiana,70808,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,Below The National Average,Below The National Average,Above The National Average,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.4,-91.14,Non-Shortage Area,,,,,,,,,
2017,Q4,190065,BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE,Louisiana,70806,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below The National Average,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.44,-91.12,Non-Shortage Area,,,,,,,,,
2017,Q4,190079,ST CHARLES PARISH HOSPITAL,LULING,Louisiana,70070,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Not Available,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,St. Charles Parish,22089,29.92,-90.36,Non-Shortage Area,,,,,,,,,
2017,Q4,190081,WEST CARROLL MEMORIAL HOSPITAL,OAK GROVE,Louisiana,71263,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,West Carroll Parish,22123,32.86,-91.39,Shortage Area,High Needs Geographic HPSA,13.0,3.0,10601.0,21.9,3534:1,Rural,3000:1,0.53
2017,Q4,190086,NORTHERN LOUISIANA MEDICAL CENTER,RUSTON,Louisiana,71270,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Lincoln Parish,22061,32.53,-92.63,Non-Shortage Area,,,,,,,,,
2017,Q4,190088,SPRINGHILL MEDICAL CENTER,SPRINGHILL,Louisiana,71075,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Not Available,Above The National Average,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Webster Parish,22119,33.0,-93.46,Shortage Area,High Needs Geographic HPSA,17.0,9.065,38265.0,29.8,4221:1,Rural,3000:1,3.695
2017,Q4,190090,WINN PARISH MEDICAL CENTER,WINNFIELD,Louisiana,71483,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Winn Parish,22127,31.92,-92.64,Shortage Area,High Needs Geographic HPSA,10.0,3.7,12411.0,18.6,3354:1,Rural,3000:1,0.44
2017,Q4,190098,UNIVERSITY HEALTH SHREVEPORT,SHREVEPORT,Louisiana,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Same As The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2017,Q4,190099,AVOYELLES HOSPITAL,MARKSVILLE,Louisiana,71351,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Avoyelles Parish,22009,31.12,-92.06,Shortage Area,High Needs Geographic HPSA,10.0,10.675,36889.0,24.3,3456:1,Rural,3000:1,1.625
2017,Q4,190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2017,Q4,190106,OAKDALE COMMUNITY HOSPITAL,OAKDALE,Louisiana,71463,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Allen Parish,22003,30.81,-92.65,Shortage Area,Geographic HPSA,11.0,4.61,21022.0,14.5,4560:1,Rural,3500:1,1.4
2017,Q4,190111,WILLIS KNIGHTON MEDICAL CENTER,SHREVEPORT,Louisiana,71103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above The National Average,Below The National Average,Above The National Average,Below The National Average,Below The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2017,Q4,190114,CLAIBORNE MEMORIAL MEDICAL CENTER,HOMER,Louisiana,71040,Acute Care Hospitals,Government - Local,Yes,Y,4,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Claiborne Parish,22027,32.79,-93.05,Shortage Area,High Needs Geographic HPSA,15.0,4.525,13772.0,33.5,3044:1,Rural,3000:1,0.065
2017,Q4,190116,MOREHOUSE GENERAL HOSPITAL,BASTROP,Louisiana,71220,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Morehouse Parish,22067,32.77,-91.9,Non-Shortage Area,,,,,,,,,
2017,Q4,190118,DESOTO REGIONAL HEALTH SYSTEM,MANSFIELD,Louisiana,71052,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,De Soto Parish,22031,32.03,-93.7,Shortage Area,High Needs Geographic HPSA,16.0,4.4,27065.0,21.9,6151:1,Rural,3000:1,4.62
2017,Q4,190125,ST FRANCIS MEDICAL CENTER,MONROE,Louisiana,71201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.53,-92.11,Non-Shortage Area,,,,,,,,,
2017,Q4,190128,WOMAN'S HOSPITAL,BATON ROUGE,Louisiana,70817,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Not Available,Same As The National Average,Not Available,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.38,-90.98,Non-Shortage Area,,,,,,,,,
2017,Q4,190140,FRANKLIN MEDICAL CENTER,WINNSBORO,Louisiana,71295,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Same As The National Average,Not Available,Below The National Average,Not Available,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Franklin Parish,22041,32.16,-91.72,Shortage Area,High Needs Geographic HPSA,13.0,5.15,19026.0,28.9,3694:1,Rural,3000:1,1.19
2017,Q4,190144,MINDEN MEDICAL CENTER,MINDEN,Louisiana,71055,Acute Care Hospitals,Proprietary,Yes,Y,4,Same As The National Average,Same As The National Average,Above The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Webster Parish,22119,32.61,-93.28,Shortage Area,High Needs Geographic HPSA,17.0,9.065,38265.0,29.8,4221:1,Rural,3000:1,3.695
2017,Q4,190145,LASALLE GENERAL HOSPITAL,JENA,Louisiana,71342,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,La Salle Parish,22059,31.68,-92.12,Non-Shortage Area,,,,,,,,,
2017,Q4,190146,EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,Louisiana,70006,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same As The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,30.01,-90.19,Non-Shortage Area,,,,,,,,,
2017,Q4,190151,RICHARDSON MEDICAL CENTER,RAYVILLE,Louisiana,71269,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Richland Parish,22083,32.47,-91.75,Non-Shortage Area,,,,,,,,,
2017,Q4,190160,GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,Louisiana,71291,Acute Care Hospitals,Proprietary,Yes,Y,2,Above The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.51,-92.14,Non-Shortage Area,,,,,,,,,
2017,Q4,190164,BYRD REGIONAL HOSPITAL,LEESVILLE,Louisiana,71446,Acute Care Hospitals,Proprietary,Yes,Y,3,Above The National Average,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Vernon Parish,22115,31.13,-93.27,Shortage Area,Geographic HPSA,12.0,9.575,47327.0,17.2,4943:1,Rural,3500:1,3.945
2017,Q4,190167,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,Louisiana,70586,Acute Care Hospitals,Proprietary,Yes,Y,4,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Evangeline Parish,22039,30.69,-92.28,Non-Shortage Area,,,,,,,,,
2017,Q4,190176,TULANE MEDICAL CENTER,NEW ORLEANS,Louisiana,70112,Acute Care Hospitals,Proprietary,Yes,Y,2,Same As The National Average,Below The National Average,Below The National Average,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.96,-90.08,Non-Shortage Area,,,,,,,,,
2017,Q4,190177,LAKEVIEW REGIONAL MEDICAL CENTER,COVINGTON,Louisiana,70433,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Below The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.47,-90.11,Non-Shortage Area,,,,,,,,,
2017,Q4,190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,Louisiana,70363,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Terrebonne Parish,22109,29.57,-90.7,Non-Shortage Area,,,,,,,,,
2017,Q4,190184,CITIZENS MEDICAL CENTER,COLUMBIA,Louisiana,71418,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Caldwell Parish,22021,32.1,-92.07,Shortage Area,High Needs Geographic HPSA,13.0,2.4,9511.0,25.1,3963:1,Rural,3000:1,0.77
2017,Q4,190190,"CALDWELL MEMORIAL HOSPITAL, INC",COLUMBIA,Louisiana,71418,Acute Care Hospitals,Proprietary,No,Y,4,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Caldwell Parish,22021,32.1,-92.07,Shortage Area,High Needs Geographic HPSA,13.0,2.4,9511.0,25.1,3963:1,Rural,3000:1,0.77
2017,Q4,190201,LAKE AREA MEDICAL CENTER,LAKE CHARLES,Louisiana,70605,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.13,-93.27,Non-Shortage Area,,,,,,,,,
2017,Q4,190202,OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,Louisiana,70816,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.43,-91.02,Non-Shortage Area,,,,,,,,,
2017,Q4,190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,Louisiana,70461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.23,-89.72,Non-Shortage Area,,,,,,,,,
2017,Q4,190205,WOMEN'S AND CHILDREN'S HOSPITAL,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Above The National Average,Below The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2017,Q4,190208,EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,Louisiana,71254,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,East Carroll Parish,22035,32.81,-91.18,Non-Shortage Area,,,,,,,,,
2017,Q4,190218,SABINE MEDICAL CENTER,MANY,Louisiana,71449,Acute Care Hospitals,Proprietary,Yes,Y,3,Same As The National Average,Not Available,Same As The National Average,Not Available,Below The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Sabine Parish,22085,31.56,-93.47,Shortage Area,Geographic HPSA,18.0,1.8,23587.0,18.5,13104:1,Rural,3500:1,4.94
2017,Q4,190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,BOSSIER CITY,Louisiana,71111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Above The National Average,Above The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Bossier Parish,22015,32.57,-93.7,Non-Shortage Area,,,,,,,,,
2017,Q4,190242,ST ELIZABETH HOSPITAL,GONZALES,Louisiana,70737,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Ascension Parish,22005,30.21,-90.92,Non-Shortage Area,,,,,,,,,
2017,Q4,190250,LOUISIANA HEART HOSPITAL,LACOMBE,Louisiana,70445,Acute Care Hospitals,Proprietary,Yes,Y,4,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.3,-89.92,Non-Shortage Area,,,,,,,,,
2017,Q4,190263,HEART HOSPITAL OF LAFAYETTE,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,Yes,Y,4,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2017,Q4,190274,OCHSNER MEDICAL CENTER-KENNER,KENNER,Louisiana,70065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Below The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,30.03,-90.25,Non-Shortage Area,,,,,,,,,
2017,Q4,190308,ST BERNARD PARISH HOSPITAL,CHALMETTE,Louisiana,70043,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Not Available,,,,,,,,,,,,,,,,,,,,,St. Bernard Parish,22087,29.94,-89.96,Shortage Area,High Needs Geographic HPSA,16.0,4.15,45857.0,21.1,11050:1,Non-Rural,3000:1,11.14
2017,Q4,190312,OUR LADY OF THE ANGELS HOSPITAL,BOGALUSA,Louisiana,70427,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Not Available,Same As The National Average,Same As The National Average,Above The National Average,Same As The National Average,Same As The National Average,Below The National Average,,,,,,,,,,,,,,,,,,,,,Washington Parish,22117,30.78,-89.86,Non-Shortage Area,,,,,,,,,
2017,Q4,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,Mississippi,39216,Acute Care Hospitals,Government - State,Yes,Y,1,Below The National Average,Below The National Average,Below The National Average,Below The National Average,Same As The National Average,Below The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2017,Q4,250002,TISHOMINGO HEALTH SERVICES INC,IUKA,Mississippi,38852,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same As The National Average,Not Available,Same As The National Average,Above The National Average,Same As The National Average,Above The National Average,Same As The National Average,,,,,,,,,,,,,,,,,,,,,Tishomingo County,28141,34.8,-88.19,Shortage Area,High Needs Geographic HPSA,9.0,4.9,19214.0,16.6,3921:1,Rural,3000:1,1.5
2017,Q4,250004,NORTH MISSISSIPPI MEDICAL CENTER,TUPELO,Mississippi,38801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below The National Average,Above The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Same As The National Average,Above The National Average,,,,,,,,,,,,,,,,,,,,,Lee County,28081,34.26,-88.73,Non-Shortage Area,,,,,,,,,
