Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2016,Q4,190201,LAKE AREA MEDICAL CENTER,LAKE CHARLES,Louisiana,70605,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.13,-93.27,Non-Shortage Area,,,,,,,,,
2016,Q4,190202,OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,Louisiana,70816,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.43,-91.02,Non-Shortage Area,,,,,,,,,
2016,Q4,190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,Louisiana,70461,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.23,-89.72,Non-Shortage Area,,,,,,,,,
2016,Q4,190205,WOMEN'S AND CHILDREN'S HOSPITAL,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Above the National average,Below the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2016,Q4,190208,EAST CARROLL PARISH HOSPITAL,LAKE PROVIDENCE,Louisiana,71254,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,East Carroll Parish,22035,32.81,-91.18,Non-Shortage Area,,,,,,,,,
2016,Q4,190218,SABINE MEDICAL CENTER,MANY,Louisiana,71449,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Not Available,Below the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Sabine Parish,22085,31.56,-93.47,Shortage Area,Geographic HPSA,18.0,1.8,23587.0,18.5,13104:1,Rural,3500:1,4.94
2016,Q4,190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,BOSSIER CITY,Louisiana,71111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Above the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Bossier Parish,22015,32.57,-93.7,Non-Shortage Area,,,,,,,,,
2016,Q4,190241,PHYSICIANS MEDICAL CENTER,HOUMA,Louisiana,70360,Acute Care Hospitals,Proprietary,No,,,Not Available,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Terrebonne Parish,22109,29.58,-90.81,Non-Shortage Area,,,,,,,,,
2016,Q4,190242,ST ELIZABETH HOSPITAL,GONZALES,Louisiana,70737,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Ascension Parish,22005,30.21,-90.92,Non-Shortage Area,,,,,,,,,
2016,Q4,190245,MONROE SURGICAL HOSPITAL,MONROE,Louisiana,71201,Acute Care Hospitals,Proprietary,No,Y,,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Below the National average,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.53,-92.11,Non-Shortage Area,,,,,,,,,
2016,Q4,190246,P & S SURGICAL HOSPITAL,MONROE,Louisiana,71201,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.53,-92.11,Non-Shortage Area,,,,,,,,,
2016,Q4,190250,LOUISIANA HEART HOSPITAL,LACOMBE,Louisiana,70445,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.3,-89.92,Non-Shortage Area,,,,,,,,,
2016,Q4,190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,BATON ROUGE,Louisiana,70810,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.33,-91.09,Non-Shortage Area,,,,,,,,,
2016,Q4,190255,PARK PLACE SURGICAL HOSPITAL,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,No,,,Not Available,Not Available,Not Available,Above the National average,Below the National average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2016,Q4,190256,STERLING SURGICAL HOSPITAL,SLIDELL,Louisiana,70458,Acute Care Hospitals,Proprietary,No,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.28,-89.77,Non-Shortage Area,,,,,,,,,
2016,Q4,190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2016,Q4,190263,HEART HOSPITAL OF LAFAYETTE,LAFAYETTE,Louisiana,70508,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.16,-92.03,Non-Shortage Area,,,,,,,,,
2016,Q4,190266,THE SPINE HOSPITAL OF LOUISIANA,BATON ROUGE,Louisiana,70810,Acute Care Hospitals,Proprietary,No,Y,,Not Available,Not Available,Not Available,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.33,-91.09,Non-Shortage Area,,,,,,,,,
2016,Q4,190267,FAIRWAY MEDICAL CENTER,COVINGTON,Louisiana,70433,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Not Available,Same as the National average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.47,-90.11,Non-Shortage Area,,,,,,,,,
2016,Q4,190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,LAFAYETTE,Louisiana,70503,Acute Care Hospitals,Proprietary,No,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.21,-92.02,Non-Shortage Area,,,,,,,,,
2016,Q4,190270,SOUTHERN SURGICAL HOSPITAL,SLIDELL,Louisiana,70458,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Tammany Parish,22103,30.28,-89.77,Non-Shortage Area,,,,,,,,,
2016,Q4,190274,OCHSNER MEDICAL CENTER KENNER,KENNER,Louisiana,70065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,30.03,-90.25,Non-Shortage Area,,,,,,,,,
2016,Q4,190278,SPECIALISTS HOSPITAL SHREVEPORT,SHREVEPORT,Louisiana,71101,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.51,-93.75,Non-Shortage Area,,,,,,,,,
2016,Q4,190297,DOCTORS HOSPITAL AT DEER CREEK LLC,LEESVILLE,Louisiana,71446,Acute Care Hospitals,Proprietary,No,Y,,Not Available,Not Available,Same as the National average,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Vernon Parish,22115,31.13,-93.27,Shortage Area,Geographic HPSA,12.0,9.575,47327.0,17.2,4943:1,Rural,3500:1,3.945
2016,Q4,190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Below the National average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2016,Q4,190300,ST CHARLES SURGICAL HOSPITAL LLC,NEW ORLEANS,Louisiana,70130,Acute Care Hospitals,Physician,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.94,-90.07,Non-Shortage Area,,,,,,,,,
2016,Q4,190302,"OMEGA HOSPITAL, LLC",METAIRIE,Louisiana,70002,Acute Care Hospitals,Proprietary,No,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Jefferson Parish,22051,30.01,-90.16,Non-Shortage Area,,,,,,,,,
2016,Q4,190303,CYPRESS POINTE SURGICAL HOSPITAL,HAMMOND,Louisiana,70403,Acute Care Hospitals,Physician,No,Y,,Not Available,Not Available,Not Available,Above the National average,Same as the National average,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Tangipahoa Parish,22105,30.5,-90.46,Non-Shortage Area,,,,,,,,,
2016,Q4,190307,SOUTH CAMERON MEMORIAL HOSPITAL,CAMERON,Louisiana,70631,Acute Care Hospitals,Proprietary,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Cameron Parish,22023,29.79,-93.29,Shortage Area,Geographic HPSA,15.0,0.0,6911.0,9.8,,Rural,3500:1,1.97
2016,Q4,190308,ST BERNARD PARISH HOSPITAL,CHALMETTE,Louisiana,70043,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,St. Bernard Parish,22087,29.94,-89.96,Shortage Area,High Needs Geographic HPSA,16.0,4.15,45857.0,21.1,11050:1,Non-Rural,3000:1,11.14
2016,Q4,190312,OUR LADY OF THE ANGELS HOSPITAL,BOGALUSA,Louisiana,70427,Acute Care Hospitals,Government - State,Yes,,3,Not Available,Same as the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Washington Parish,22117,30.78,-89.86,Non-Shortage Area,,,,,,,,,
2016,Q4,190313,NEW ORLEANS EAST HOSPITAL,NEW ORLEANS,Louisiana,70127,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,30.02,-89.98,Non-Shortage Area,,,,,,,,,
2016,Q4,191300,ST HELENA PARISH HOSPITAL CAH,GREENSBURG,Louisiana,70441,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Helena Parish,22091,30.82,-90.67,Shortage Area,High Needs Geographic HPSA,15.0,2.2,10483.0,27.6,4765:1,Rural,3000:1,1.29
2016,Q4,191301,UNION GENERAL HOSPITAL,FARMERVILLE,Louisiana,71241,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Union Parish,22111,32.77,-92.4,Shortage Area,High Needs Geographic HPSA,15.0,4.28,21759.0,17.2,5084:1,Rural,3000:1,2.97
2016,Q4,191302,ST MARTIN HOSPITAL,BREAUX BRIDGE,Louisiana,70517,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Martin Parish,22099,30.27,-91.9,Shortage Area,Geographic HPSA,16.0,7.15,52746.0,17.2,7377:1,Partially Rural,3500:1,7.92
2016,Q4,191303,ASSUMPTION COMMUNITY HOSPITAL,NAPOLEONVILLE,Louisiana,70390,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Assumption Parish,22007,29.93,-91.02,Shortage Area,Geographic HPSA,17.0,1.4,22215.0,19.1,15868:1,Partially Rural,3500:1,4.95
2016,Q4,191304,NORTH CADDO MEDICAL CENTER,VIVIAN,Louisiana,71082,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Not Available,Below the National average,Same as the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.87,-93.98,Non-Shortage Area,,,,,,,,,
2016,Q4,191305,ST JAMES PARISH HOSPITAL,LUTCHER,Louisiana,70071,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Not Available,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,St. James Parish,22093,30.06,-90.71,Shortage Area,Geographic HPSA,12.0,5.89,21366.0,16.3,3628:1,Rural,3500:1,0.21
2016,Q4,191306,WEST FELICIANA PARISH HOSPITAL,SAINT FRANCISVILLE,Louisiana,70775,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,West Feliciana Parish,22125,30.78,-91.37,Non-Shortage Area,,,,,,,,,
2016,Q4,191307,DEQUINCY MEMORIAL HOSPITAL,DEQUINCY,Louisiana,70633,Critical Access Hospitals,Proprietary,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.37,-93.4,Non-Shortage Area,,,,,,,,,
2016,Q4,191308,PREVOST MEMORIAL HOSPITAL,DONALDSONVILLE,Louisiana,70346,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Ascension Parish,22005,30.09,-90.99,Non-Shortage Area,,,,,,,,,
2016,Q4,191309,HOOD MEMORIAL HOSPITAL,AMITE,Louisiana,70422,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Tangipahoa Parish,22105,30.73,-90.51,Non-Shortage Area,,,,,,,,,
2016,Q4,191310,FRANKLIN FOUNDATION HOSPITAL,FRANKLIN,Louisiana,70538,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,St. Mary Parish,22101,29.8,-91.51,Shortage Area,High Needs Geographic HPSA,12.0,16.04,51973.0,21.6,3240:1,Rural,3000:1,1.28
2016,Q4,191311,BUNKIE GENERAL HOSPITAL,BUNKIE,Louisiana,71322,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Avoyelles Parish,22009,30.95,-92.18,Shortage Area,High Needs Geographic HPSA,10.0,10.675,36889.0,24.3,3456:1,Rural,3000:1,1.625
2016,Q4,191312,CHRISTUS COUSHATTA HEALTH CARE CENTER,COUSHATTA,Louisiana,71019,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Red River Parish,22081,32.02,-93.34,Non-Shortage Area,,,,,,,,,
2016,Q4,191313,RIVERSIDE MEDICAL CENTER,FRANKLINTON,Louisiana,70438,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Washington Parish,22117,30.84,-90.14,Non-Shortage Area,,,,,,,,,
2016,Q4,191314,MADISON PARISH HOSPITAL,TALLULAH,Louisiana,71282,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Madison Parish,22065,32.4,-91.18,Shortage Area,High Needs Geographic HPSA,19.0,2.2,9350.0,36.4,4250:1,Rural,3000:1,0.92
2016,Q4,191315,HARDTNER MEDICAL CENTER,OLLA,Louisiana,71465,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,La Salle Parish,22059,31.89,-92.23,Non-Shortage Area,,,,,,,,,
2016,Q4,191316,POINTE COUPEE GENERAL HOSPITAL,NEW ROADS,Louisiana,70760,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Pointe Coupee Parish,22077,30.69,-91.45,Shortage Area,Geographic HPSA,12.0,4.625,22103.0,18.9,4779:1,Rural,3500:1,1.695
2016,Q4,191317,JACKSON PARISH HOSPITAL,JONESBORO,Louisiana,71251,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Jackson Parish,22049,32.23,-92.71,Shortage Area,High Needs Geographic HPSA,16.0,2.375,14597.0,22.8,6146:1,Rural,3000:1,2.495
2016,Q4,191318,RIVERLAND MEDICAL CENTER,FERRIDAY,Louisiana,71334,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Same as the National average,Not Available,Below the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Concordia Parish,22029,31.63,-91.55,Shortage Area,High Needs Geographic HPSA,14.0,4.375,17711.0,25.0,4048:1,Rural,3000:1,1.525
2016,Q4,191319,ACADIA ST LANDRY,CHURCH POINT,Louisiana,70525,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Acadia Parish,22001,30.4,-92.21,Non-Shortage Area,,,,,,,,,
2016,Q4,191320,BIENVILLE MEDICAL CENTER,ARCADIA,Louisiana,71001,Critical Access Hospitals,Proprietary,Yes,Y,,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Bienville Parish,22013,32.55,-92.92,Shortage Area,High Needs Geographic HPSA,19.0,1.8,13226.0,28.4,7348:1,Rural,3000:1,2.61
2016,Q4,191321,LALLIE KEMP MEDICAL CENTER,INDEPENDENCE,Louisiana,70443,Critical Access Hospitals,Government - State,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Tangipahoa Parish,22105,30.63,-90.5,Non-Shortage Area,,,,,,,,,
2016,Q4,191322,ABROM KAPLAN MEMORIAL HOSPITAL,KAPLAN,Louisiana,70548,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Vermilion Parish,22113,30.0,-92.28,Shortage Area,Geographic HPSA,17.0,11.47,58563.0,17.3,5106:1,Partially Rural,3500:1,5.26
2016,Q4,191323,RICHLAND PARISH HOSPITAL-DELHI,DELHI,Louisiana,71232,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Richland Parish,22083,32.45,-91.48,Non-Shortage Area,,,,,,,,,
2016,Q4,191324,OCHSNER ST ANNE GENERAL HOSPITAL,RACELAND,Louisiana,70394,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Lafourche Parish,22057,29.71,-90.59,Non-Shortage Area,,,,,,,,,
2016,Q4,191325,LADY OF THE SEA GENERAL HOSPITAL,CUT OFF,Louisiana,70345,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the National average,Not Available,Same as the National average,Above the National average,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Lafourche Parish,22057,29.52,-90.33,Non-Shortage Area,,,,,,,,,
2016,Q4,191326,REEVES MEMORIAL MEDICAL CENTER,BERNICE,Louisiana,71222,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Union Parish,22111,32.82,-92.65,Shortage Area,High Needs Geographic HPSA,15.0,4.28,21759.0,17.2,5084:1,Rural,3000:1,2.97
2016,Q4,193300,CHILDREN'S HOSPITAL,NEW ORLEANS,Louisiana,70118,Childrens,Voluntary non-profit - Private,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.94,-90.13,Non-Shortage Area,,,,,,,,,
2016,Q4,193301,SHRINERS HOSPITALS FOR CHILDREN,SHREVEPORT,Louisiana,71103,Childrens,Voluntary non-profit - Private,No,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Caddo Parish,22017,32.49,-93.77,Non-Shortage Area,,,,,,,,,
2016,Q4,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,Mississippi,39216,Acute Care Hospitals,Government - State,Yes,Y,1,Below the National average,Below the National average,Below the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2016,Q4,250002,TISHOMINGO HEALTH SERVICES INC,IUKA,Mississippi,38852,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Tishomingo County,28141,34.8,-88.19,Shortage Area,High Needs Geographic HPSA,9.0,4.9,19214.0,16.6,3921:1,Rural,3000:1,1.5
2016,Q4,250004,NORTH MISSISSIPPI MEDICAL CENTER,TUPELO,Mississippi,38801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,,,,,,,,,,,,,,,,,,,,,Lee County,28081,34.26,-88.73,Non-Shortage Area,,,,,,,,,
2016,Q4,250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,NEW ALBANY,Mississippi,38652,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Union County,28145,34.49,-89.02,Non-Shortage Area,,,,,,,,,
2016,Q4,250007,MERIT HEALTH BILOXI,BILOXI,Mississippi,39530,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the National average,Same as the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.41,-88.88,Non-Shortage Area,,,,,,,,,
2016,Q4,250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,Mississippi,38834,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Below the National average,Below the National average,Below the National average,Above the National average,Same as the National average,Above the National average,Above the National average,,,,,,,,,,,,,,,,,,,,,Alcorn County,28003,34.93,-88.51,Non-Shortage Area,,,,,,,,,
2016,Q4,250012,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,Mississippi,38635,Acute Care Hospitals,Physician,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Marshall County,28093,34.77,-89.44,Shortage Area,High Needs Geographic HPSA,15.0,3.1,34649.0,19.3,11177:1,Rural,3000:1,8.45
2016,Q4,250017,TRACE REGIONAL HOSP AND SWING BED,HOUSTON,Mississippi,38851,Acute Care Hospitals,Proprietary,Yes,Y,,Same as the National average,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Chickasaw County,28017,33.89,-89.0,Shortage Area,High Needs Geographic HPSA,11.0,4.925,16726.0,20.5,3396:1,Rural,3000:1,0.655
2016,Q4,250018,JASPER GENERAL HOSPITAL,BAY SPRINGS,Mississippi,39422,Acute Care Hospitals,Government - Local,No,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Jasper County,28061,31.98,-89.28,Shortage Area,Geographic HPSA,15.0,3.675,16426.0,22.2,4470:1,Rural,3500:1,1.015
2016,Q4,250019,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,Mississippi,39502,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Harrison County,28047,30.38,-89.06,Non-Shortage Area,,,,,,,,,
2016,Q4,250020,WEBSTER GENERAL HOSPITAL/ SWING BED,EUPORA,Mississippi,39744,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Webster County,28155,33.54,-89.27,Shortage Area,High Needs Geographic HPSA,13.0,2.83,9942.0,22.6,3513:1,Rural,3000:1,0.48
